region,transportation_type,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24
Greece,driving,100.0,100.63,100.57,100.6,110.76,113.18,106.76,96.02,95.5,98.73,97.72,108.81,112.89,108.84,95.89,95.58,98.33,102.87,112.72,116.08,112.42,95.67,97.46,96.64,103.46,121.1,119.98,116.73,102.6,104.28,106.66,108.1,123.56,123.65,121.23,117.92,123.39,116.34,121.1,118.04,121.53,114.37,104.15,104.31,105.83,107.2,120.29,115.89,113.79,139.75,98.77,99.65,101.98,103.73,104.86,106.74,94.91,88.49,84.96,73.95,66.02,49.1,39.41,38.82,38.03,33.31,32.44,33.88,30.34,30.72,20.78,21.02,18.59,22.02,21.94,21.02,21.57,26.27,25.8,24.73,27.0,25.38,19.88,19.7,25.73,26.6,28.36,28.75,30.09,26.91,26.99,31.93,32.78,32.52,32.87,31.6,24.09,18.99,23.12,31.03,31.35,32.67,34.04,30.79,31.34,36.17,37.29,38.28,37.35,30.23,32.97,36.81,57.88,58.54,57.43,56.91,61.64,62.25,62.45,,,67.88,68.64,75.42,78.38,78.36,78.09,79.25,79.33,77.22,83.91,81.06,82.24,78.49,75.81,79.24,79.92,86.8,85.51,81.74,84.98,87.58,90.28,98.59,109.36,100.73,101.88,106.86,92.2,95.22,98.3,100.59,100.74,108.0,95.92,98.65,99.39,102.32,110.69,110.55,118.23,94.25,99.73,101.7
Greece,walking,100.0,100.5,101.91,108.84,119.88,127.75,96.49,95.3,97.66,101.94,102.57,121.64,134.75,100.5,93.13,101.26,104.46,107.8,125.02,138.69,109.39,98.14,105.77,93.43,99.78,132.73,137.33,112.88,106.25,111.08,113.07,126.92,150.06,157.11,124.49,126.22,127.66,125.98,137.67,139.05,145.35,121.81,115.7,111.79,107.21,113.48,129.68,139.7,118.77,91.9,98.65,99.79,114.1,126.03,133.12,100.1,91.15,102.25,95.05,86.04,74.54,50.63,33.98,32.14,30.5,27.43,26.74,28.3,25.9,24.36,19.06,22.32,19.32,19.58,19.62,23.65,25.96,28.28,27.69,23.12,28.03,22.87,18.0,18.24,23.48,24.17,28.55,30.81,34.68,37.26,38.27,36.54,36.18,33.85,37.48,41.43,35.23,31.9,35.52,34.05,32.44,37.04,41.82,44.45,43.12,42.65,43.64,41.53,43.09,42.87,41.02,40.67,53.95,55.73,53.02,53.56,56.02,54.89,47.43,,,60.85,61.0,61.24,54.87,49.68,65.34,65.91,68.38,64.8,71.34,67.22,56.75,69.48,63.22,70.11,70.1,78.24,82.38,64.62,71.42,80.03,81.0,87.38,89.78,80.55,69.68,69.71,78.36,80.3,85.42,86.95,84.23,67.53,77.63,82.0,83.83,87.95,91.74,89.52,69.66,76.29,88.06,86.49
Hong Kong,driving,100.0,106.79,111.3,116.0,138.02,129.52,116.02,118.3,114.27,108.7,95.34,82.73,75.22,77.2,71.15,69.52,68.28,65.19,65.86,65.95,63.83,66.47,67.04,60.53,64.82,73.26,68.55,69.67,64.46,64.37,63.81,68.84,79.4,69.28,63.47,67.26,69.49,67.52,69.97,80.37,79.72,72.64,62.77,59.14,63.84,67.23,77.09,80.09,70.97,67.4,68.29,67.38,67.34,76.98,75.58,67.89,68.7,69.99,66.71,64.05,74.9,75.89,66.07,61.66,59.13,59.36,59.17,66.21,60.63,60.88,56.57,56.44,54.05,55.9,58.81,47.81,48.82,49.66,50.5,49.8,49.85,54.58,46.96,48.71,52.01,56.01,55.89,56.51,53.53,51.98,53.91,51.93,52.19,52.16,53.58,60.48,56.29,53.24,52.94,49.99,49.13,50.82,58.65,56.58,57.33,57.44,59.31,67.03,65.99,69.66,64.16,60.75,59.37,58.5,59.05,60.08,70.43,65.4,57.96,,,58.15,62.45,73.46,69.19,62.78,59.16,62.27,62.46,62.52,72.78,70.2,62.57,63.15,65.78,63.14,66.16,74.77,67.84,65.64,76.48,76.28,71.52,74.85,81.96,67.1,67.69,69.62,73.0,74.41,77.07,90.83,70.35,66.68,70.23,73.2,73.24,80.01,92.22,81.74,74.77,77.26,81.23,83.91
Hong Kong,walking,100.0,109.2,114.16,117.93,143.42,127.53,113.68,127.75,120.06,110.21,92.92,66.38,52.37,58.63,55.42,56.55,55.99,50.6,52.98,46.35,46.4,46.9,49.33,44.48,47.15,53.91,47.96,47.57,45.78,45.74,44.96,51.0,61.39,49.16,42.81,49.14,51.68,51.24,53.59,61.74,57.89,52.22,46.86,45.66,49.5,52.71,61.24,60.19,52.72,53.29,53.31,51.59,55.22,65.62,60.46,51.5,54.07,55.3,54.21,57.73,67.49,67.76,58.36,54.0,51.35,52.49,52.87,58.75,54.44,49.36,47.1,48.96,43.76,48.02,47.82,36.9,35.75,39.75,40.49,40.95,40.47,45.05,39.78,36.73,42.78,49.41,48.01,47.64,46.26,42.36,45.68,45.0,46.13,45.21,46.74,53.6,47.14,45.08,44.21,42.03,40.47,45.89,53.71,50.14,53.44,53.73,52.13,57.35,55.68,62.41,52.18,52.22,51.22,48.72,50.15,51.12,61.86,52.27,46.44,,,49.96,53.99,64.67,56.48,48.77,48.63,53.2,53.97,50.68,64.2,58.97,48.88,54.05,52.42,49.66,57.55,59.29,55.23,53.31,60.6,58.91,58.97,57.1,69.8,51.32,48.63,55.77,62.23,60.36,61.54,72.9,56.59,52.41,57.9,61.0,60.93,63.82,77.57,65.55,56.66,62.88,64.39,69.01
Hungary,driving,100.0,100.89,103.13,106.74,119.57,111.98,100.08,99.79,99.22,101.49,108.57,120.08,114.68,100.38,99.38,100.36,101.38,104.59,120.41,120.99,108.44,103.11,103.75,107.9,110.58,127.22,125.31,113.24,107.4,108.79,112.34,123.0,142.05,137.99,120.76,115.33,116.53,118.15,121.46,137.21,133.62,119.17,111.98,113.21,112.38,114.67,125.99,119.91,106.2,104.57,107.28,107.74,114.05,129.49,122.28,107.74,103.48,101.59,97.53,93.39,93.01,78.78,71.09,64.95,58.26,55.33,54.66,55.61,39.15,36.07,40.79,43.23,43.61,46.11,55.78,36.55,39.59,42.85,46.81,47.83,50.67,54.44,49.08,50.09,54.22,57.83,61.81,61.82,46.85,42.64,35.85,43.02,56.56,58.74,60.71,62.89,53.12,48.86,58.21,59.45,62.24,62.15,65.81,55.45,56.99,62.19,65.63,65.04,69.08,57.11,59.23,61.26,67.36,68.8,72.06,72.91,80.95,76.51,76.72,,,74.83,78.78,84.24,81.33,77.45,82.66,84.03,88.3,93.45,99.5,91.22,87.87,86.38,88.9,92.98,96.55,109.92,104.19,85.81,114.55,101.53,105.56,105.31,115.82,118.01,104.64,103.81,107.35,114.79,119.75,133.49,127.52,117.31,115.23,117.33,120.72,124.72,138.23,126.13,123.06,123.35,131.11,134.57
Hungary,walking,100.0,98.25,101.86,110.46,136.71,145.18,108.11,107.47,106.77,103.21,117.62,142.79,153.95,112.8,109.44,102.61,109.15,116.83,157.38,174.54,129.25,120.6,110.22,115.56,122.52,161.51,172.34,131.13,124.09,124.28,126.22,150.42,197.69,213.12,157.31,154.17,155.29,151.08,154.68,177.67,197.02,148.71,142.09,145.36,130.52,137.68,162.94,173.19,124.33,124.88,116.17,116.51,130.14,151.47,167.64,121.01,115.38,111.2,106.96,105.23,97.61,87.03,66.04,53.75,41.43,37.07,34.35,34.52,20.95,18.2,19.58,23.57,21.56,24.66,31.49,24.24,25.2,23.39,25.76,26.6,28.0,31.41,32.26,31.61,32.77,33.82,34.73,36.07,29.05,27.11,23.2,24.21,29.87,32.32,35.92,36.78,32.14,25.77,33.59,32.91,34.61,36.0,37.25,31.65,31.17,34.42,36.87,33.26,38.1,30.11,33.69,29.76,38.2,37.38,38.3,40.95,44.4,43.66,39.95,,,41.88,45.85,43.96,45.16,37.07,49.65,49.23,50.11,53.11,57.5,52.51,43.79,46.64,50.38,53.42,51.63,57.95,56.6,36.51,53.58,59.78,63.15,64.26,62.71,71.3,51.2,62.67,63.31,66.96,71.62,81.61,77.55,49.71,69.13,70.91,71.96,74.39,83.71,70.38,57.36,75.46,83.59,87.2
Iceland,driving,100.0,107.33,113.0,114.84,135.74,135.06,108.76,106.44,109.04,104.02,98.62,131.83,132.81,118.67,112.99,110.48,113.17,119.45,148.12,148.89,125.84,115.34,120.31,124.53,135.36,153.76,155.16,134.15,120.87,130.44,124.44,129.68,108.57,155.2,137.71,143.23,138.34,141.17,152.04,162.66,168.43,140.17,126.51,123.6,122.89,135.48,164.21,173.18,133.55,137.12,133.23,130.81,141.71,166.05,157.89,136.76,125.93,129.5,117.99,109.65,124.53,114.42,86.1,76.9,73.4,69.04,63.75,63.27,51.09,31.55,45.84,46.72,42.25,46.05,57.76,58.44,45.01,49.33,51.03,55.04,61.0,66.74,46.44,27.41,56.35,61.96,79.2,53.58,41.42,62.21,34.74,40.16,61.01,61.67,58.6,71.11,53.42,45.91,57.68,59.72,69.8,56.23,74.68,79.72,62.12,64.58,68.22,70.14,88.53,81.9,85.74,66.32,73.08,76.96,74.21,78.55,99.45,93.97,70.23,,,76.37,79.84,106.58,105.04,79.26,81.49,83.07,94.06,84.67,119.88,121.1,73.77,82.35,83.46,85.29,93.99,133.14,130.47,103.18,99.94,99.04,105.02,107.9,143.82,145.06,103.67,94.09,102.88,116.84,111.27,150.27,154.89,115.07,112.35,129.46,115.09,129.55,171.44,167.09,138.08,126.24,128.53,130.6
Iceland,walking,100.0,101.26,88.81,102.24,111.77,115.61,99.3,93.05,100.09,88.23,81.81,112.09,113.13,98.29,94.26,96.78,96.23,100.36,121.79,125.25,98.1,93.71,105.88,102.84,112.92,127.14,125.48,107.53,100.23,108.0,103.75,98.7,115.91,128.74,107.63,113.26,119.59,109.81,120.32,145.76,130.87,102.17,104.09,101.34,93.67,100.72,141.0,129.66,109.79,100.55,105.74,95.65,110.75,132.88,135.37,100.58,93.58,103.75,86.93,92.24,96.95,85.46,57.16,57.63,58.14,43.2,39.08,37.48,30.06,18.0,26.84,33.5,28.46,30.64,32.96,31.79,24.52,29.45,27.91,33.01,39.64,37.63,26.55,15.88,33.22,41.62,50.23,27.85,22.99,33.45,23.2,24.54,40.58,38.27,39.66,43.18,29.04,26.12,32.88,42.77,44.46,31.56,46.7,46.33,37.74,41.56,48.0,42.22,57.53,40.09,44.07,34.97,43.28,47.8,44.69,44.99,58.72,50.81,36.29,,,43.11,47.57,67.38,53.45,37.59,50.15,48.38,50.23,44.58,72.22,69.51,29.57,46.72,46.5,49.62,51.6,65.44,66.5,43.99,41.83,59.72,62.52,67.83,75.97,72.73,40.45,50.81,62.26,74.29,62.05,70.13,71.54,40.49,61.49,70.13,57.72,69.1,86.55,84.73,52.86,65.29,67.57,70.85
India,driving,100.0,102.35,107.96,110.77,120.64,136.84,122.4,106.83,101.75,103.08,101.67,113.52,125.46,116.77,106.81,106.16,114.93,115.4,122.46,131.49,119.28,108.72,111.32,105.92,110.8,126.79,137.98,133.39,109.32,108.38,115.12,115.6,136.8,141.22,134.78,110.74,109.83,111.83,119.25,126.09,132.79,125.45,112.01,121.54,118.45,115.22,124.07,130.42,120.68,108.04,102.79,105.28,105.2,118.4,128.65,112.75,93.18,94.54,101.21,97.05,101.01,107.66,97.37,85.91,81.34,78.24,69.53,63.43,45.24,32.67,40.44,25.3,21.93,21.22,21.93,21.92,21.19,19.22,17.86,17.67,16.99,16.72,16.58,16.3,16.69,16.78,17.34,17.25,17.56,17.28,17.28,17.49,18.73,18.56,18.04,17.94,17.79,18.96,19.07,18.62,18.23,18.62,18.92,18.17,18.21,19.22,19.11,19.77,20.75,21.51,22.15,24.11,26.67,27.84,29.12,28.84,29.8,29.68,29.55,,,32.11,32.14,32.8,32.94,33.09,35.29,36.51,37.15,37.99,39.66,39.06,36.65,39.81,41.5,41.26,41.83,43.42,44.12,44.69,47.27,48.08,46.87,47.53,49.87,52.67,53.09,55.28,56.49,56.52,55.95,57.55,57.87,56.61,55.95,54.57,55.03,55.01,56.34,50.73,53.43,60.18,61.09,60.62
India,walking,100.0,99.18,104.08,107.41,113.91,128.02,113.39,107.91,104.55,105.83,103.4,109.91,121.16,111.0,110.66,106.98,111.35,110.41,117.08,125.96,113.76,110.57,113.23,111.12,112.76,121.71,131.52,124.04,111.18,110.37,114.14,113.44,126.82,128.87,123.88,112.46,111.89,111.1,110.89,118.27,124.28,115.85,106.89,111.47,111.23,109.51,116.43,120.97,113.13,108.29,107.65,105.65,103.11,109.83,117.79,106.42,90.04,89.34,100.42,97.44,97.9,99.09,92.1,86.17,81.66,78.34,67.58,57.93,41.11,32.88,35.93,29.32,30.33,32.03,34.4,32.85,29.93,27.18,25.45,24.93,24.43,24.82,22.82,24.73,23.12,23.14,25.39,24.81,24.58,25.07,25.78,25.26,27.15,26.54,26.11,25.17,24.87,25.94,25.95,25.3,25.55,24.78,24.67,24.71,25.32,26.66,26.13,26.04,26.21,27.86,26.4,29.57,31.91,31.74,32.93,33.16,34.24,32.57,32.27,,,35.5,35.52,35.86,35.35,36.91,38.45,38.38,39.86,40.84,40.0,39.4,39.53,40.78,45.49,42.86,41.69,45.09,41.44,44.59,47.97,48.36,47.53,48.04,49.54,48.81,49.18,52.41,54.22,52.11,53.34,53.8,50.7,51.18,54.44,52.73,54.28,54.85,53.69,47.12,50.73,59.62,59.3,58.31
Indonesia,driving,100.0,100.95,103.17,103.49,127.22,135.77,109.68,103.62,101.54,106.06,110.31,142.98,144.2,116.83,105.27,105.0,102.55,100.66,129.64,147.18,117.4,103.69,103.6,105.0,106.75,131.57,145.83,112.79,103.37,102.29,102.07,107.27,133.75,142.78,109.17,98.27,96.71,103.73,107.9,134.18,142.24,107.99,102.07,99.4,98.92,100.77,129.12,143.34,110.82,97.69,95.87,97.14,102.06,130.82,139.89,106.16,96.88,96.96,96.2,93.03,114.99,116.88,87.76,77.54,72.22,67.97,62.5,66.39,64.0,51.47,46.59,40.72,39.29,39.48,43.74,42.48,40.44,39.72,40.62,42.03,41.87,43.66,45.19,42.23,41.82,41.97,41.76,41.47,42.66,42.26,41.82,42.14,42.52,42.33,41.52,42.84,45.05,42.91,43.57,43.07,43.8,38.26,36.46,37.51,39.16,37.98,37.93,39.8,40.88,42.83,42.85,43.29,41.79,42.63,42.8,42.04,43.68,45.72,45.63,,,47.63,47.25,51.67,54.36,52.5,50.21,55.13,57.76,61.52,60.01,57.34,53.29,61.21,60.7,58.91,57.42,66.81,70.7,69.73,65.21,63.88,63.82,62.89,72.65,81.37,70.03,67.79,68.17,69.58,69.72,81.18,94.47,79.67,75.32,73.82,76.35,74.92,89.59,99.49,81.73,77.99,79.42,81.15
Indonesia,walking,100.0,100.61,97.86,100.22,114.75,128.47,107.06,103.86,100.7,104.28,102.69,125.3,131.44,111.84,106.66,106.36,100.34,99.32,118.64,131.66,113.51,103.42,102.42,103.29,103.7,115.09,129.25,110.41,102.7,98.81,97.3,102.12,116.83,125.67,102.73,95.96,95.66,97.78,100.52,114.25,125.6,99.26,96.88,93.63,91.96,91.42,111.25,119.76,97.89,94.71,95.13,90.37,95.05,110.2,117.99,96.21,89.48,91.21,88.5,86.82,98.41,98.25,75.32,66.82,62.19,59.46,50.97,51.77,48.79,39.75,36.13,30.27,29.63,31.52,33.03,31.91,31.08,30.86,32.03,31.54,32.61,33.73,33.81,32.51,32.38,31.5,32.0,30.48,32.73,33.32,31.55,33.06,33.3,33.34,33.65,32.29,34.45,32.54,32.83,32.51,33.64,28.66,29.41,29.9,30.85,28.65,29.38,32.21,31.92,33.96,34.21,34.31,34.87,33.61,34.39,35.5,33.86,34.98,35.03,,,37.15,36.89,40.97,42.95,41.32,40.52,45.1,45.22,48.66,50.35,43.87,37.43,44.98,43.3,44.39,43.77,50.52,52.62,51.03,49.71,48.64,50.29,47.76,53.87,58.58,53.13,49.83,50.32,51.48,52.83,58.7,67.03,57.72,54.43,54.85,56.69,56.76,64.96,69.4,60.21,59.36,60.74,60.88
Ireland,driving,100.0,113.54,113.02,123.29,127.76,130.2,116.27,115.13,116.94,119.09,120.16,131.57,139.57,119.13,109.41,111.59,117.47,120.01,138.74,141.94,120.11,107.74,114.74,115.79,119.08,138.66,136.41,105.52,108.86,111.78,120.17,122.45,148.33,136.51,123.27,129.51,133.33,137.54,142.65,157.03,141.99,120.65,113.98,114.18,120.71,126.33,141.19,127.32,122.75,121.44,125.08,124.54,126.59,142.0,142.49,128.59,117.1,109.29,106.08,92.88,89.47,80.93,69.95,61.82,54.96,54.48,56.76,60.7,51.39,59.8,46.17,44.57,43.56,43.93,60.93,32.65,24.21,28.42,28.76,28.86,29.19,31.41,26.47,22.99,29.75,32.72,33.68,32.6,31.38,27.02,19.52,24.78,31.97,32.6,34.27,35.65,29.82,28.07,36.79,36.06,35.8,35.99,37.2,31.58,27.19,34.49,36.28,35.55,36.07,48.99,38.35,31.5,35.51,44.58,44.4,43.86,46.4,41.34,34.52,,,44.86,45.51,49.48,44.13,42.79,53.47,58.14,62.25,59.55,58.3,55.12,53.82,61.16,62.75,65.93,70.62,71.78,63.15,57.97,67.13,74.01,66.46,67.64,74.11,63.35,64.04,80.1,77.91,77.26,79.14,83.78,84.36,83.87,87.47,84.77,86.9,86.71,92.79,90.31,82.43,85.85,90.37,97.18
Ireland,transit,100.0,101.47,105.76,109.21,116.67,114.31,110.74,110.35,106.75,106.14,111.58,119.46,124.24,107.62,111.68,110.26,111.99,114.4,134.85,129.7,116.05,115.84,111.56,114.14,118.44,132.25,122.7,104.43,116.87,111.57,115.94,119.58,136.75,125.93,120.98,126.48,125.8,129.93,128.82,146.81,127.76,111.69,114.39,112.05,114.07,121.67,136.02,129.29,120.6,119.28,121.31,115.18,118.14,132.79,125.75,118.54,115.72,108.21,100.96,79.53,81.62,65.19,53.11,39.8,32.98,27.02,25.61,24.64,20.7,22.78,20.5,19.33,19.08,17.03,18.47,12.48,11.21,12.6,12.17,11.84,11.59,11.95,9.58,10.95,11.95,11.61,11.78,11.92,11.61,10.26,8.65,10.7,11.88,11.44,12.04,12.05,11.04,11.84,14.25,13.04,13.32,11.76,12.16,11.35,11.03,13.01,13.37,12.61,12.79,15.36,14.15,13.98,16.64,17.3,18.02,16.62,16.69,16.43,14.49,,,16.27,17.53,17.09,16.22,18.56,21.43,23.29,26.25,23.95,19.25,21.52,25.37,25.77,26.24,26.61,31.0,29.6,31.52,30.31,36.9,35.75,24.71,24.86,26.5,25.27,28.49,34.06,30.55,30.49,31.5,31.03,32.02,34.62,40.58,35.29,34.54,35.7,39.75,38.8,35.37,40.21,39.66,45.16
Ireland,walking,100.0,114.6,120.48,122.95,150.65,175.73,126.37,127.41,127.55,129.52,130.33,156.0,190.76,122.35,115.36,116.22,122.18,128.04,175.5,206.81,124.82,117.6,127.82,127.67,132.0,174.38,197.61,108.3,113.22,109.18,122.11,138.83,189.0,188.57,142.91,151.15,151.25,148.25,158.63,183.1,187.93,122.82,112.99,111.89,124.55,144.98,176.19,172.66,130.99,129.56,144.34,136.1,141.67,172.4,196.24,141.37,131.54,128.47,112.82,100.76,112.43,105.11,71.27,51.6,43.18,38.47,38.24,38.59,32.55,37.08,31.74,29.7,30.01,29.07,53.96,39.39,25.59,23.71,24.82,24.31,22.83,25.53,25.31,20.34,25.45,30.37,30.79,27.46,30.13,29.79,18.13,25.9,27.7,29.83,29.35,30.7,30.34,33.53,37.78,35.95,33.16,30.47,31.67,33.02,25.01,27.83,28.29,24.11,25.52,37.79,36.32,31.92,34.83,34.46,35.21,31.92,41.12,43.38,26.05,,,31.96,35.33,35.3,38.97,34.61,37.03,45.98,49.9,41.63,37.71,41.28,46.33,44.19,45.21,47.78,54.35,53.92,55.76,51.4,57.18,55.11,41.86,41.26,43.6,41.28,41.15,51.3,46.5,43.43,43.75,48.08,53.53,47.04,57.87,49.49,51.01,49.36,52.57,55.52,44.73,49.64,53.32,57.84
Israel,driving,100.0,102.65,102.91,112.6,85.85,90.93,96.24,95.49,100.28,99.96,106.01,80.56,91.75,100.63,98.91,99.18,99.96,106.8,82.63,91.83,105.09,99.37,99.0,98.11,109.61,81.78,87.9,98.26,103.06,103.71,110.16,124.07,102.57,112.53,111.74,112.46,113.76,106.5,125.17,103.55,100.16,112.64,110.16,113.75,110.88,124.42,100.19,96.91,113.45,119.92,104.73,105.8,110.9,83.08,91.15,102.68,104.92,99.57,91.09,73.96,49.51,53.12,62.36,62.01,43.3,38.28,36.98,25.79,29.13,40.04,39.23,41.29,41.27,35.53,26.03,26.94,36.18,34.92,33.99,34.55,36.53,26.88,27.74,42.06,45.65,43.95,20.78,22.25,25.6,29.77,43.85,42.17,28.91,27.46,44.25,35.64,39.44,52.23,49.3,52.6,55.38,57.09,36.2,42.11,60.76,53.28,41.87,36.26,61.72,47.36,52.59,69.01,67.59,62.61,73.41,76.95,58.16,63.4,77.41,,,82.82,90.21,68.6,73.33,83.92,81.9,84.26,87.23,100.75,82.21,84.82,90.31,104.5,107.74,107.52,84.48,81.23,95.54,99.22,99.92,98.46,99.59,115.31,95.04,98.58,102.6,102.12,104.55,109.13,125.8,97.42,100.29,106.42,108.76,105.81,103.49,121.6,95.59,98.8,112.16,108.08,111.5,108.19
Israel,walking,100.0,101.98,104.91,121.5,86.39,82.07,80.85,84.88,81.95,99.01,108.37,80.64,85.31,97.66,96.74,98.84,98.81,113.02,88.92,78.1,98.42,96.66,97.39,97.2,117.82,83.59,70.27,90.08,96.19,100.42,113.38,135.79,117.4,106.47,108.05,114.34,116.67,98.66,133.22,114.74,95.16,110.63,109.24,111.03,114.56,143.74,121.7,89.6,125.46,156.89,112.06,111.92,126.62,96.73,95.02,117.09,136.92,120.62,99.26,72.54,45.74,48.75,59.38,59.39,31.9,30.67,28.44,18.87,23.3,31.77,33.54,38.82,44.87,30.37,24.13,23.68,27.74,27.93,26.4,25.02,27.48,21.9,22.87,28.63,31.95,33.68,17.78,19.78,19.79,23.75,32.28,35.2,24.74,23.93,37.62,32.06,37.64,45.84,40.92,41.39,42.49,48.41,31.87,37.95,52.92,45.27,39.05,35.01,56.47,43.47,48.44,61.45,60.85,51.98,65.32,70.82,50.39,53.6,70.83,,,68.28,75.25,52.61,51.97,62.79,62.91,60.99,64.97,77.06,63.78,62.76,71.56,80.8,82.91,92.17,62.25,61.39,70.59,79.7,86.38,82.93,84.92,103.96,80.27,81.61,84.18,85.87,86.65,91.02,111.87,87.5,76.49,86.25,89.21,90.89,87.99,109.12,84.58,77.92,92.1,94.59,95.77,94.91
Italy,driving,100.0,102.63,105.41,106.18,114.69,127.45,110.65,102.59,103.94,106.67,107.02,119.01,126.85,109.51,99.61,102.59,104.68,105.67,114.35,125.55,111.41,100.52,101.89,103.77,105.58,119.19,129.46,117.1,104.55,108.02,112.5,116.51,139.93,145.29,132.32,110.43,112.72,118.28,120.67,135.58,139.43,114.78,98.2,92.5,89.15,90.16,97.78,100.27,83.48,81.65,85.76,84.99,82.37,84.73,84.19,68.71,54.84,37.32,30.97,23.12,21.55,16.85,15.92,19.58,19.4,19.1,19.82,19.94,16.88,13.22,17.28,17.79,17.69,17.16,17.89,16.53,13.89,17.83,18.85,18.92,19.69,20.08,18.14,15.64,19.96,21.51,23.02,23.97,25.06,22.0,12.66,15.13,21.84,23.68,24.21,24.65,22.42,19.4,22.62,24.26,25.1,26.26,27.09,21.75,22.82,26.3,27.48,28.7,28.34,22.26,26.67,28.53,43.63,44.31,45.04,45.91,47.45,43.9,39.72,,,47.23,48.9,49.59,46.15,46.84,59.52,60.08,63.26,67.38,71.32,75.06,73.59,67.43,70.24,72.31,73.3,76.91,83.23,82.99,88.54,102.93,86.08,84.73,96.16,103.88,91.62,85.54,91.03,92.61,96.06,107.81,110.15,114.33,97.67,99.24,102.06,108.34,124.81,139.92,148.53,111.02,117.36,119.93
Italy,transit,100.0,100.82,100.4,99.52,107.35,113.33,108.25,102.14,99.04,100.05,102.72,107.54,116.79,110.36,101.6,101.95,102.49,100.8,101.93,107.43,106.2,98.79,99.71,98.91,103.67,114.12,117.08,113.16,108.57,109.4,110.36,117.55,127.08,130.72,125.6,119.01,118.0,120.44,124.06,126.36,126.83,113.18,96.25,81.28,74.29,74.11,76.73,76.34,69.12,67.14,65.83,61.44,59.45,57.32,52.0,46.69,37.69,23.02,19.0,13.06,11.93,10.96,11.13,10.88,10.76,10.22,10.35,10.17,9.51,9.23,9.7,9.29,9.31,8.86,8.43,8.59,9.18,9.5,9.76,9.22,9.61,8.57,8.58,9.25,9.68,11.43,10.18,10.3,10.05,9.27,8.71,10.25,11.23,11.32,11.2,11.22,10.6,11.38,12.05,11.96,12.25,11.41,11.36,10.93,13.16,13.35,12.98,13.31,13.21,13.1,13.96,17.69,20.52,21.63,21.0,21.18,21.48,21.79,21.56,,,20.1,20.93,20.55,21.57,25.92,26.67,26.0,27.17,28.73,28.41,30.02,31.71,32.26,31.21,31.19,30.82,29.44,31.77,34.43,37.59,38.91,38.68,36.89,40.07,42.99,40.9,42.38,44.74,43.48,42.42,46.23,43.82,47.66,48.74,49.23,47.9,50.57,51.78,53.03,55.63,58.05,58.86,58.65
